Accession,Organism_Name,SRA_Accession,Submitters,Organization,Org_location,Release_Date,Pangolin,PangoVersions,Random_Sampling,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,BioProject
BS007925,Severe acute respiratory syndrome coronavirus 2,,"Ikeda,M., Kato,M., Kawanishi,Y., Kazuyama,Y., Kimura,M., Ohyanagi,H., Saito,T., Shiino,T., Sugiura,W., Takeuchi,J.S., Yoshida,S.","Center for Clinical Sciences; 1-21-1 Toyama, Shinjuku-ku, Tokyo 162-8655",Japan,2024-04-10,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,sb_ncgm_sars_cov_2_00154,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29758,GenBank,complete,,,,Japan:Hokkaido,Japan,,Homo sapiens,"saliva, oronasopharynx",2021-06-16,SAMD00738401,PRJDB17046
BS007926,Severe acute respiratory syndrome coronavirus 2,,"Ikeda,M., Kato,M., Kawanishi,Y., Kazuyama,Y., Kimura,M., Ohyanagi,H., Saito,T., Shiino,T., Sugiura,W., Takeuchi,J.S., Yoshida,S.","Center for Clinical Sciences; 1-21-1 Toyama, Shinjuku-ku, Tokyo 162-8655",Japan,2024-04-10,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,sb_ncgm_sars_cov_2_00155,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29758,GenBank,complete,,,,Japan:Gifu,Japan,,Homo sapiens,"saliva, oronasopharynx",2021-06-17,SAMD00738402,PRJDB17046
BS007927,Severe acute respiratory syndrome coronavirus 2,,"Ikeda,M., Kato,M., Kawanishi,Y., Kazuyama,Y., Kimura,M., Ohyanagi,H., Saito,T., Shiino,T., Sugiura,W., Takeuchi,J.S., Yoshida,S.","Center for Clinical Sciences; 1-21-1 Toyama, Shinjuku-ku, Tokyo 162-8655",Japan,2024-04-10,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,sb_ncgm_sars_cov_2_00157,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29758,GenBank,complete,,,,Japan:Kyoto,Japan,,Homo sapiens,"saliva, oronasopharynx",2021-06-18,SAMD00738403,PRJDB17046
BS007928,Severe acute respiratory syndrome coronavirus 2,,"Ikeda,M., Kato,M., Kawanishi,Y., Kazuyama,Y., Kimura,M., Ohyanagi,H., Saito,T., Shiino,T., Sugiura,W., Takeuchi,J.S., Yoshida,S.","Center for Clinical Sciences; 1-21-1 Toyama, Shinjuku-ku, Tokyo 162-8655",Japan,2024-04-10,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,sb_ncgm_sars_cov_2_00159,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29758,GenBank,complete,,,,Japan:Tokyo,Japan,,Homo sapiens,"saliva, oronasopharynx",2021-06-20,SAMD00738404,PRJDB17046
BS007929,Severe acute respiratory syndrome coronavirus 2,,"Ikeda,M., Kato,M., Kawanishi,Y., Kazuyama,Y., Kimura,M., Ohyanagi,H., Saito,T., Shiino,T., Sugiura,W., Takeuchi,J.S., Yoshida,S.","Center for Clinical Sciences; 1-21-1 Toyama, Shinjuku-ku, Tokyo 162-8655",Japan,2024-04-10,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,sb_ncgm_sars_cov_2_00160,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29758,GenBank,complete,,,,Japan,Japan,,Homo sapiens,"saliva, oronasopharynx",2021-06-21,SAMD00738405,PRJDB17046
BS007930,Severe acute respiratory syndrome coronavirus 2,,"Ikeda,M., Kato,M., Kawanishi,Y., Kazuyama,Y., Kimura,M., Ohyanagi,H., Saito,T., Shiino,T., Sugiura,W., Takeuchi,J.S., Yoshida,S.","Center for Clinical Sciences; 1-21-1 Toyama, Shinjuku-ku, Tokyo 162-8655",Japan,2024-04-10,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,sb_ncgm_sars_cov_2_00161,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29758,GenBank,complete,,,,Japan:Chiba,Japan,,Homo sapiens,"saliva, oronasopharynx",2021-06-21,SAMD00738406,PRJDB17046
BS007932,Severe acute respiratory syndrome coronavirus 2,,"Ikeda,M., Kato,M., Kawanishi,Y., Kazuyama,Y., Kimura,M., Ohyanagi,H., Saito,T., Shiino,T., Sugiura,W., Takeuchi,J.S., Yoshida,S.","Center for Clinical Sciences; 1-21-1 Toyama, Shinjuku-ku, Tokyo 162-8655",Japan,2024-04-10,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,sb_ncgm_sars_cov_2_00164,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29758,GenBank,complete,,,,Japan:Tokyo,Japan,,Homo sapiens,"saliva, oronasopharynx",2021-07-01,SAMD00738408,PRJDB17046
BS007934,Severe acute respiratory syndrome coronavirus 2,,"Ikeda,M., Kato,M., Kawanishi,Y., Kazuyama,Y., Kimura,M., Ohyanagi,H., Saito,T., Shiino,T., Sugiura,W., Takeuchi,J.S., Yoshida,S.","Center for Clinical Sciences; 1-21-1 Toyama, Shinjuku-ku, Tokyo 162-8655",Japan,2024-04-10,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,sb_ncgm_sars_cov_2_00166,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29787,GenBank,complete,,,,Japan:Tokyo,Japan,,Homo sapiens,"saliva, oronasopharynx",2021-07-02,SAMD00738410,PRJDB17046
BS007935,Severe acute respiratory syndrome coronavirus 2,,"Ikeda,M., Kato,M., Kawanishi,Y., Kazuyama,Y., Kimura,M., Ohyanagi,H., Saito,T., Shiino,T., Sugiura,W., Takeuchi,J.S., Yoshida,S.","Center for Clinical Sciences; 1-21-1 Toyama, Shinjuku-ku, Tokyo 162-8655",Japan,2024-04-10,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,sb_ncgm_sars_cov_2_00168,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29758,GenBank,complete,,,,Japan:Tokyo,Japan,,Homo sapiens,"saliva, oronasopharynx",2021-07-03,SAMD00738411,PRJDB17046
BS007936,Severe acute respiratory syndrome coronavirus 2,,"Ikeda,M., Kato,M., Kawanishi,Y., Kazuyama,Y., Kimura,M., Ohyanagi,H., Saito,T., Shiino,T., Sugiura,W., Takeuchi,J.S., Yoshida,S.","Center for Clinical Sciences; 1-21-1 Toyama, Shinjuku-ku, Tokyo 162-8655",Japan,2024-04-10,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,sb_ncgm_sars_cov_2_00169,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29758,GenBank,complete,,,,Japan:Tokyo,Japan,,Homo sapiens,"saliva, oronasopharynx",2021-07-03,SAMD00738412,PRJDB17046
BS007937,Severe acute respiratory syndrome coronavirus 2,,"Ikeda,M., Kato,M., Kawanishi,Y., Kazuyama,Y., Kimura,M., Ohyanagi,H., Saito,T., Shiino,T., Sugiura,W., Takeuchi,J.S., Yoshida,S.","Center for Clinical Sciences; 1-21-1 Toyama, Shinjuku-ku, Tokyo 162-8655",Japan,2024-04-10,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,sb_ncgm_sars_cov_2_00172,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29758,GenBank,complete,,,,Japan:Hokkaido,Japan,,Homo sapiens,"saliva, oronasopharynx",2021-07-07,SAMD00738413,PRJDB17046
BS007938,Severe acute respiratory syndrome coronavirus 2,,"Ikeda,M., Kato,M., Kawanishi,Y., Kazuyama,Y., Kimura,M., Ohyanagi,H., Saito,T., Shiino,T., Sugiura,W., Takeuchi,J.S., Yoshida,S.","Center for Clinical Sciences; 1-21-1 Toyama, Shinjuku-ku, Tokyo 162-8655",Japan,2024-04-10,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,sb_ncgm_sars_cov_2_00173,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29758,GenBank,complete,,,,Japan:Hokkaido,Japan,,Homo sapiens,"saliva, oronasopharynx",2021-07-07,SAMD00738414,PRJDB17046
BS007940,Severe acute respiratory syndrome coronavirus 2,,"Ikeda,M., Kato,M., Kawanishi,Y., Kazuyama,Y., Kimura,M., Ohyanagi,H., Saito,T., Shiino,T., Sugiura,W., Takeuchi,J.S., Yoshida,S.","Center for Clinical Sciences; 1-21-1 Toyama, Shinjuku-ku, Tokyo 162-8655",Japan,2024-04-10,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,sb_ncgm_sars_cov_2_00177,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29757,GenBank,complete,,,,Japan:Kanagawa,Japan,,Homo sapiens,"saliva, oronasopharynx",2021-07-14,SAMD00738416,PRJDB17046
BS007941,Severe acute respiratory syndrome coronavirus 2,,"Ikeda,M., Kato,M., Kawanishi,Y., Kazuyama,Y., Kimura,M., Ohyanagi,H., Saito,T., Shiino,T., Sugiura,W., Takeuchi,J.S., Yoshida,S.","Center for Clinical Sciences; 1-21-1 Toyama, Shinjuku-ku, Tokyo 162-8655",Japan,2024-04-10,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,sb_ncgm_sars_cov_2_00178,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29758,GenBank,complete,,,,Japan:Tokyo,Japan,,Homo sapiens,"saliva, oronasopharynx",2021-07-14,SAMD00738417,PRJDB17046
BS007942,Severe acute respiratory syndrome coronavirus 2,,"Ikeda,M., Kato,M., Kawanishi,Y., Kazuyama,Y., Kimura,M., Ohyanagi,H., Saito,T., Shiino,T., Sugiura,W., Takeuchi,J.S., Yoshida,S.","Center for Clinical Sciences; 1-21-1 Toyama, Shinjuku-ku, Tokyo 162-8655",Japan,2024-04-10,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,sb_ncgm_sars_cov_2_00179,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29755,GenBank,complete,,,,Japan:Tokyo,Japan,,Homo sapiens,"saliva, oronasopharynx",2021-07-15,SAMD00738418,PRJDB17046
BS007943,Severe acute respiratory syndrome coronavirus 2,,"Ikeda,M., Kato,M., Kawanishi,Y., Kazuyama,Y., Kimura,M., Ohyanagi,H., Saito,T., Shiino,T., Sugiura,W., Takeuchi,J.S., Yoshida,S.","Center for Clinical Sciences; 1-21-1 Toyama, Shinjuku-ku, Tokyo 162-8655",Japan,2024-04-10,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,sb_ncgm_sars_cov_2_00180,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29755,GenBank,complete,,,,Japan:Tokyo,Japan,,Homo sapiens,"saliva, oronasopharynx",2021-07-15,SAMD00738419,PRJDB17046
BS007944,Severe acute respiratory syndrome coronavirus 2,,"Ikeda,M., Kato,M., Kawanishi,Y., Kazuyama,Y., Kimura,M., Ohyanagi,H., Saito,T., Shiino,T., Sugiura,W., Takeuchi,J.S., Yoshida,S.","Center for Clinical Sciences; 1-21-1 Toyama, Shinjuku-ku, Tokyo 162-8655",Japan,2024-04-10,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,sb_ncgm_sars_cov_2_00181,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29791,GenBank,complete,,,,Japan:Tokyo,Japan,,Homo sapiens,"saliva, oronasopharynx",2021-07-15,SAMD00738420,PRJDB17046
BS007945,Severe acute respiratory syndrome coronavirus 2,,"Ikeda,M., Kato,M., Kawanishi,Y., Kazuyama,Y., Kimura,M., Ohyanagi,H., Saito,T., Shiino,T., Sugiura,W., Takeuchi,J.S., Yoshida,S.","Center for Clinical Sciences; 1-21-1 Toyama, Shinjuku-ku, Tokyo 162-8655",Japan,2024-04-10,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,sb_ncgm_sars_cov_2_00182,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29752,GenBank,complete,,,,Japan:Tokyo,Japan,,Homo sapiens,"saliva, oronasopharynx",2021-07-15,SAMD00738421,PRJDB17046
BS007947,Severe acute respiratory syndrome coronavirus 2,,"Ikeda,M., Kato,M., Kawanishi,Y., Kazuyama,Y., Kimura,M., Ohyanagi,H., Saito,T., Shiino,T., Sugiura,W., Takeuchi,J.S., Yoshida,S.","Center for Clinical Sciences; 1-21-1 Toyama, Shinjuku-ku, Tokyo 162-8655",Japan,2024-04-10,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,sb_ncgm_sars_cov_2_00188,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29758,GenBank,complete,,,,Japan:Tokyo,Japan,,Homo sapiens,"saliva, oronasopharynx",2021-07-20,SAMD00738423,PRJDB17046
BS007948,Severe acute respiratory syndrome coronavirus 2,,"Ikeda,M., Kato,M., Kawanishi,Y., Kazuyama,Y., Kimura,M., Ohyanagi,H., Saito,T., Shiino,T., Sugiura,W., Takeuchi,J.S., Yoshida,S.","Center for Clinical Sciences; 1-21-1 Toyama, Shinjuku-ku, Tokyo 162-8655",Japan,2024-04-10,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,sb_ncgm_sars_cov_2_00189,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29758,GenBank,complete,,,,Japan:Tokyo,Japan,,Homo sapiens,"saliva, oronasopharynx",2021-07-20,SAMD00738424,PRJDB17046
BS007951,Severe acute respiratory syndrome coronavirus 2,,"Ikeda,M., Kato,M., Kawanishi,Y., Kazuyama,Y., Kimura,M., Ohyanagi,H., Saito,T., Shiino,T., Sugiura,W., Takeuchi,J.S., Yoshida,S.","Center for Clinical Sciences; 1-21-1 Toyama, Shinjuku-ku, Tokyo 162-8655",Japan,2024-04-10,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,sb_ncgm_sars_cov_2_00202,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29758,GenBank,complete,,,,Japan:Tokyo,Japan,,Homo sapiens,"saliva, oronasopharynx",2021-07-26,SAMD00738427,PRJDB17046
BS007966,Severe acute respiratory syndrome coronavirus 2,,"Ikeda,M., Kato,M., Kawanishi,Y., Kazuyama,Y., Kimura,M., Ohyanagi,H., Saito,T., Shiino,T., Sugiura,W., Takeuchi,J.S., Yoshida,S.","Center for Clinical Sciences; 1-21-1 Toyama, Shinjuku-ku, Tokyo 162-8655",Japan,2024-04-10,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,sb_ncgm_sars_cov_2_00233,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29755,GenBank,complete,,,,Japan:Tokyo,Japan,,Homo sapiens,"saliva, oronasopharynx",2021-08-04,SAMD00738442,PRJDB17046
BS007967,Severe acute respiratory syndrome coronavirus 2,,"Ikeda,M., Kato,M., Kawanishi,Y., Kazuyama,Y., Kimura,M., Ohyanagi,H., Saito,T., Shiino,T., Sugiura,W., Takeuchi,J.S., Yoshida,S.","Center for Clinical Sciences; 1-21-1 Toyama, Shinjuku-ku, Tokyo 162-8655",Japan,2024-04-10,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,sb_ncgm_sars_cov_2_00234,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29758,GenBank,complete,,,,Japan:Tokyo,Japan,,Homo sapiens,"saliva, oronasopharynx",2021-08-04,SAMD00738443,PRJDB17046
BS007970,Severe acute respiratory syndrome coronavirus 2,,"Ikeda,M., Kato,M., Kawanishi,Y., Kazuyama,Y., Kimura,M., Ohyanagi,H., Saito,T., Shiino,T., Sugiura,W., Takeuchi,J.S., Yoshida,S.","Center for Clinical Sciences; 1-21-1 Toyama, Shinjuku-ku, Tokyo 162-8655",Japan,2024-04-10,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,sb_ncgm_sars_cov_2_00241,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29758,GenBank,complete,,,,Japan:Tokyo,Japan,,Homo sapiens,"saliva, oronasopharynx",2021-08-05,SAMD00738446,PRJDB17046
BS007971,Severe acute respiratory syndrome coronavirus 2,,"Ikeda,M., Kato,M., Kawanishi,Y., Kazuyama,Y., Kimura,M., Ohyanagi,H., Saito,T., Shiino,T., Sugiura,W., Takeuchi,J.S., Yoshida,S.","Center for Clinical Sciences; 1-21-1 Toyama, Shinjuku-ku, Tokyo 162-8655",Japan,2024-04-10,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,sb_ncgm_sars_cov_2_00243,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29758,GenBank,complete,,,,Japan:Tokyo,Japan,,Homo sapiens,"saliva, oronasopharynx",2021-08-05,SAMD00738447,PRJDB17046
BS007980,Severe acute respiratory syndrome coronavirus 2,,"Ikeda,M., Kato,M., Kawanishi,Y., Kazuyama,Y., Kimura,M., Ohyanagi,H., Saito,T., Shiino,T., Sugiura,W., Takeuchi,J.S., Yoshida,S.","Center for Clinical Sciences; 1-21-1 Toyama, Shinjuku-ku, Tokyo 162-8655",Japan,2024-04-10,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,sb_ncgm_sars_cov_2_00262,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29758,GenBank,complete,,,,Japan:Tokyo,Japan,,Homo sapiens,"saliva, oronasopharynx",2021-08-08,SAMD00738456,PRJDB17046
BS007981,Severe acute respiratory syndrome coronavirus 2,,"Ikeda,M., Kato,M., Kawanishi,Y., Kazuyama,Y., Kimura,M., Ohyanagi,H., Saito,T., Shiino,T., Sugiura,W., Takeuchi,J.S., Yoshida,S.","Center for Clinical Sciences; 1-21-1 Toyama, Shinjuku-ku, Tokyo 162-8655",Japan,2024-04-10,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,sb_ncgm_sars_cov_2_00266,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29758,GenBank,complete,,,,Japan:Tokyo,Japan,,Homo sapiens,"saliva, oronasopharynx",2021-08-08,SAMD00738457,PRJDB17046
BS007982,Severe acute respiratory syndrome coronavirus 2,,"Ikeda,M., Kato,M., Kawanishi,Y., Kazuyama,Y., Kimura,M., Ohyanagi,H., Saito,T., Shiino,T., Sugiura,W., Takeuchi,J.S., Yoshida,S.","Center for Clinical Sciences; 1-21-1 Toyama, Shinjuku-ku, Tokyo 162-8655",Japan,2024-04-10,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,sb_ncgm_sars_cov_2_00268,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29758,GenBank,complete,,,,Japan:Tokyo,Japan,,Homo sapiens,"saliva, oronasopharynx",2021-08-09,SAMD00738458,PRJDB17046
BS008031,Severe acute respiratory syndrome coronavirus 2,,"Ikeda,M., Kato,M., Kawanishi,Y., Kazuyama,Y., Kimura,M., Ohyanagi,H., Saito,T., Shiino,T., Sugiura,W., Takeuchi,J.S., Yoshida,S.","Center for Clinical Sciences; 1-21-1 Toyama, Shinjuku-ku, Tokyo 162-8655",Japan,2024-04-10,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,sb_ncgm_sars_cov_2_00352,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29758,GenBank,complete,,,,Japan:Tokyo,Japan,,Homo sapiens,"saliva, oronasopharynx",2021-08-18,SAMD00738507,PRJDB17046
PP604951,Severe acute respiratory syndrome coronavirus 2,,"Amin,H., Wang,J., Su,M., Akther,S., Bologna,J., Rahat,A., Clabby,T., Thi,C., Silver,S., Chen,X., Chowdhury,T., Polanco,M., De La Cruz,N., Chowdhury,M., Olsen,A., Taki,F., Omoregie,E.","NYC DOHMH, Bureau of the Public Health Laboratory",USA,2024-04-09,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,NY-PRL-210222_00A16,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29734,GenBank,complete,,,,USA,USA,,Homo sapiens,,2021-02-19,,PRJNA704697
PP607008,Severe acute respiratory syndrome coronavirus 2,SRR15704518,"Amin,H., Wang,J., Su,M., Akther,S., Bologna,J., Rahat,A., Clabby,T., Thi,C., Silver,S., Chen,X., Chowdhury,T., Polanco,M., De La Cruz,N., Chowdhury,M., Olsen,A., Taki,F., Omoregie,E.","NYC DOHMH, Bureau of the Public Health Laboratory",USA,2024-04-09,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,NY-PRL-210312_00A23,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29723,GenBank,complete,,,,USA,USA,,Homo sapiens,,2021-03-10,SAMN20975055,PRJNA704697
PP613278,Severe acute respiratory syndrome coronavirus 2,SRR15703395,"Amin,H., Wang,J., Su,M., Akther,S., Bologna,J., Rahat,A., Clabby,T., Thi,C., Silver,S., Chen,X., Chowdhury,T., Polanco,M., De La Cruz,N., Chowdhury,M., Olsen,A., Taki,F., Omoregie,E.","NYC DOHMH, Bureau of the Public Health Laboratory",USA,2024-04-09,B.1.1.7,4.3.1/1.26/v0.1.12/0.3.19/0.6.2,,NY-PRL-210429_00F16,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29728,GenBank,complete,,,,USA,USA,,Homo sapiens,,2021-04-27,SAMN21000212,PRJNA704697
